igdb_id,name,summary,description,url,artwork_hash,screenshot_hash
186950,Dual Souls: The Last Bearer,"The spirit of old-school fighting games is back with Dual Souls. Inspired by classic fighting game series, Dual Souls delivers it all - it’s fast; it’s full-on; it’s tactical; it’s online and it’s fun! With fluid animations and colorful graphics, Dual Souls is a highly tactical game with multiple unique fighters, each with their own fighting styles and moves.","Title: ""Dual Souls: The Last Bearer"" Summary: The spirit of old-school fighting games is back with Dual Souls. Inspired by classic fighting game series, Dual Souls delivers it all - it’s fast; it’s full-on; it’s tactical; it’s online and it’s fun! With fluid animations and colorful graphics, Dual Souls is a highly tactical game with multiple unique fighters, each with their own fighting styles and moves. Released on Jan 06, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Fighting, Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/dual-souls-the-last-bearer,ar1cap,scf77b
187095,Jigsaw Master Kids,"Jigsaw puzzle for kids in ""Jigsaw Masterpieces"" series !","Title: ""Jigsaw Master Kids"" Summary: Jigsaw puzzle for kids in ""Jigsaw Masterpieces"" series ! Released on Jan 06, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Puzzle, Card & Board Game. Themes: Educational. Player Perspectives: unknown.",https://www.igdb.com/games/jigsaw-master-kids,ar1ci2,scf80k
187479,Pinball Jam,"Enjoy 12 games in one with the perfect reproduction of real pinball machines, with all kinds of graphic details and sounds. Discover all the secrets, in these thrilling games, a great challenge awaits you. Complete all the missions and become number 1 in the world or the best among your Friends, posting your high score on the online leaderboard.","Title: ""Pinball Jam"" Summary: Enjoy 12 games in one with the perfect reproduction of real pinball machines, with all kinds of graphic details and sounds. Discover all the secrets, in these thrilling games, a great challenge awaits you. Complete all the missions and become number 1 in the world or the best among your Friends, posting your high score on the online leaderboard. Released on Jan 06, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Simulator, Arcade. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/pinball-jam--1,ar1d26,scf9nd
199816,Demon Gaze Extra: Digital Deluxe Edition,A deluxe edition of Demon Gaze Extra with tons of bonus DLCs!,"Title: ""Demon Gaze Extra: Digital Deluxe Edition"" Summary: A deluxe edition of Demon Gaze Extra with tons of bonus DLCs! Released on Jan 06, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: unknown. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/demon-gaze-extra-digital-deluxe-edition,ar1mda,sclbge
209327,Touhou Spell Bubble: Touhou Eurobeat Pack Vol.2,"The Touhou Eurobeat Pack was so popular last time, we've released a Volume 2! Enjoy a collection of Euro remixes that hold their own against Vol. 1!","Title: ""Touhou Spell Bubble: Touhou Eurobeat Pack Vol.2"" Summary: The Touhou Eurobeat Pack was so popular last time, we've released a Volume 2! Enjoy a collection of Euro remixes that hold their own against Vol. 1! Released on Jan 06, 2022. Publishers: Taito. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer, Split screen. Genres: Shooter, Music, Puzzle, Strategy, Indie. Themes: Action, Fantasy. Player Perspectives: Third person.",https://www.igdb.com/games/touhou-spell-bubble-touhou-eurobeat-pack-vol-dot-2,ar1xw6,schwi3
187493,Sports Car Driver,What better way to explore a beautiful coastal city than from behind the wheel of a luxury sports car?,"Title: ""Sports Car Driver"" Summary: What better way to explore a beautiful coastal city than from behind the wheel of a luxury sports car? Released on Jan 07, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing, Simulator, Sport. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/sports-car-driver,ar1d2n,scf9pj
187477,DweeMixed: Thwee Pack,"Upon entering this dimension many years ago, magicdweedoo has proven to be relentless in his development and delivery of otherworldly multimedia experiences. dweeMIXED: Thwee Pack, a collection of remastered underground indie gaming staples, provides an essential guide to this labyrinthine mind.","Title: ""DweeMixed: Thwee Pack"" Summary: Upon entering this dimension many years ago, magicdweedoo has proven to be relentless in his development and delivery of otherworldly multimedia experiences. dweeMIXED: Thwee Pack, a collection of remastered underground indie gaming staples, provides an essential guide to this labyrinthine mind. Released on Jan 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Role-playing (RPG), Adventure, Indie. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/dweemixed-thwee-pack,ar1d2l,scf9p8
225945,Street Outlaws 2: Winner Takes All - The 70s Bundle,"The 70s Car Bundle adds 70s-inspired car content to Street Outlaws 2: Winner Takes All! The DLC includes 14 new body kits, four new sets of rims, and a new parachute. An additional three paint bundles will let you fly your favorite nostalgic colors.","Title: ""Street Outlaws 2: Winner Takes All - The 70s Bundle"" Summary: The 70s Car Bundle adds 70s-inspired car content to Street Outlaws 2: Winner Takes All! The DLC includes 14 new body kits, four new sets of rims, and a new parachute. An additional three paint bundles will let you fly your favorite nostalgic colors. Released on Jan 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/street-outlaws-2-winner-takes-all-the-70s-bundle,ar26nw,scjv6p
226698,Street Outlaws 2: Winner Takes All - Blazing Freedom Bundle,"The Blazing Freedom Bundle for Street Outlaws 2: Winner Takes All adds an exclusive patriotic paint job, new rims, body kits, red, white, and blue paint bundle options, and the Fast Turbos parachute. It’s the perfect bundle for celebrating the Fourth of July.","Title: ""Street Outlaws 2: Winner Takes All - Blazing Freedom Bundle"" Summary: The Blazing Freedom Bundle for Street Outlaws 2: Winner Takes All adds an exclusive patriotic paint job, new rims, body kits, red, white, and blue paint bundle options, and the Fast Turbos parachute. It’s the perfect bundle for celebrating the Fourth of July. Released on Jan 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/street-outlaws-2-winner-takes-all-blazing-freedom-bundle,ar26ak,scjzo7
226699,Street Outlaws 2: Winner Takes All - Steel Thunder Bundle,"The Steel Thunder Bundle for Street Outlaws 2: Winner Takes All adds an exclusive battle-hardened paint job, new rims, body kits, the Chameleon Forest paint bundle, and a yellow parachute. Intimidate the competition with this intense add-on.","Title: ""Street Outlaws 2: Winner Takes All - Steel Thunder Bundle"" Summary: The Steel Thunder Bundle for Street Outlaws 2: Winner Takes All adds an exclusive battle-hardened paint job, new rims, body kits, the Chameleon Forest paint bundle, and a yellow parachute. Intimidate the competition with this intense add-on. Released on Jan 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/street-outlaws-2-winner-takes-all-steel-thunder-bundle,ar26aj,scjzo8
226709,Street Outlaws 2: Winner Takes All - Ryan Martin Bundle,"The Ryan Martin Bundle for Street Outlaws 2: Winner Takes All features new vehicles and parts from Ryan Martin’s garage. The DLC includes his all-new car, 10 body kits, three sets of rims, and three new paint bundles. Expand your customization options for your favorite Street Outlaws racer!","Title: ""Street Outlaws 2: Winner Takes All - Ryan Martin Bundle"" Summary: The Ryan Martin Bundle for Street Outlaws 2: Winner Takes All features new vehicles and parts from Ryan Martin’s garage. The DLC includes his all-new car, 10 body kits, three sets of rims, and three new paint bundles. Expand your customization options for your favorite Street Outlaws racer! Released on Jan 11, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Racing. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/street-outlaws-2-winner-takes-all-ryan-martin-bundle,ar2698,scjzqb
186758,SNK vs. Capcom: Card Fighters' Clash,"Characters from SNK and Capcom clash in this epic card fighting game!
Introducing! SNK vs. Capcom: Card Fighters' Clash, a white-hot card fighting game for the Neo Geo Pocket Color (released in 1999), is coming to Nintendo Switch!

Back then, SNK vs. Capcom: Card Fighters' Clash was sold as two separate games; the SNK Cardfighter's Version and the Capcom Cardfighter's Version. But now, both have been combined into one game! There's nothing stopping you from collecting all the cards!","Title: ""SNK vs. Capcom: Card Fighters' Clash"" Summary: Characters from SNK and Capcom clash in this epic card fighting game!
Introducing! SNK vs. Capcom: Card Fighters' Clash, a white-hot card fighting game for the Neo Geo Pocket Color (released in 1999), is coming to Nintendo Switch!

Back then, SNK vs. Capcom: Card Fighters' Clash was sold as two separate games; the SNK Cardfighter's Version and the Capcom Cardfighter's Version. But now, both have been combined into one game! There's nothing stopping you from collecting all the cards! Released on Jan 12, 2022. Publishers: SNK. Platforms: Nintendo Switch. Game Modes: Single player, Multiplayer. Genres: Card & Board Game. Themes: unknown. Player Perspectives: First person.",https://www.igdb.com/games/snk-vs-capcom-card-fighters-clash,ar1c6e,scf9ln
187468,Space Stella: The Unknown Planet,"Aliens invaded the planet that mankind was pioneering, and the exploration team went missing. The search team left to determine the cause, but their spaceship was attacked and only the main character survived. He fights a desperate battle to survive and find out the secret. Enjoy exciting TPS games using a variety of play modes and hot weapons that are released in level-up.","Title: ""Space Stella: The Unknown Planet"" Summary: Aliens invaded the planet that mankind was pioneering, and the exploration team went missing. The search team left to determine the cause, but their spaceship was attacked and only the main character survived. He fights a desperate battle to survive and find out the secret. Enjoy exciting TPS games using a variety of play modes and hot weapons that are released in level-up. Released on Jan 12, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Shooter, Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/space-stella-the-unknown-planet,ar1d1t,scf9lu
186912,Duel Princess,This is a side-scrolling tower defense game where you lead your units from your own castle towards the Princess' castle and capture it. There are roguelite elements that lets you enjoy building new decks each time you play the story mode. There are also many sexy rewards that men all over the world can enjoy!,"Title: ""Duel Princess"" Summary: This is a side-scrolling tower defense game where you lead your units from your own castle towards the Princess' castle and capture it. There are roguelite elements that lets you enjoy building new decks each time you play the story mode. There are also many sexy rewards that men all over the world can enjoy! Released on Jan 13, 2022. Publishers: qureate. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Role-playing (RPG), Strategy, Adventure, Visual Novel. Themes: Action. Player Perspectives: Bird view / Isometric.",https://www.igdb.com/games/duel-princess,ar1c9u,scf73c
186999,Game Battle Tycoon,Battle with in-game games! A new kind of game battle!,"Title: ""Game Battle Tycoon"" Summary: Battle with in-game games! A new kind of game battle! Released on Jan 13, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Fighting, Sport, Arcade. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/game-battle-tycoon,ar1cew,scf7ku
187453,AirRevo,"Climb into the cockpit and pilot your red stunt plane as far and as fast as you can over a landscape of mountains, lakes, the big city, a bustling international airport, and more! Collect silver and gold stars along the way to earn points and make it up the tournament scoreboard, but be warned, the competition is tough. Don’t run out of fuel or crash too many times as you’ll be out of the competition – and don’t run out of time either! Also try completing the many achievements set in the tournament, including barrel rolling, trick flying, and even causing water and snow sprays! So strap yourself in and get ready for a fast, exciting, and fun flight into the wide blue yonder.","Title: ""AirRevo"" Summary: Climb into the cockpit and pilot your red stunt plane as far and as fast as you can over a landscape of mountains, lakes, the big city, a bustling international airport, and more! Collect silver and gold stars along the way to earn points and make it up the tournament scoreboard, but be warned, the competition is tough. Don’t run out of fuel or crash too many times as you’ll be out of the competition – and don’t run out of time either! Also try completing the many achievements set in the tournament, including barrel rolling, trick flying, and even causing water and snow sprays! So strap yourself in and get ready for a fast, exciting, and fun flight into the wide blue yonder. Released on Jan 14, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Simulator, Arcade. Themes: Action, Party. Player Perspectives: unknown.",https://www.igdb.com/games/airrevo,ar1d19,scf9jm
187489,Pirate Treasure: Island of Mazes,"The game has motion control, so you have to use your console's gyroscope in order to try and solve the puzzles. There are a plethora of puzzles to choose from, so you will end up having a whole bunch of fun all the time. Since there are dozens of levels to choose from, you always get to enjoy a unique and immersive game experience. Plus, you can test your puzzle solving skills and improve them as you go along. Check it out for yourself today! Features: - Motion controlled puzzles - Dozens of levels to play through - Beautiful pirate theme - Engaging, fun gameplay - Lots of replay value","Title: ""Pirate Treasure: Island of Mazes"" Summary: The game has motion control, so you have to use your console's gyroscope in order to try and solve the puzzles. There are a plethora of puzzles to choose from, so you will end up having a whole bunch of fun all the time. Since there are dozens of levels to choose from, you always get to enjoy a unique and immersive game experience. Plus, you can test your puzzle solving skills and improve them as you go along. Check it out for yourself today! Features: - Motion controlled puzzles - Dozens of levels to play through - Beautiful pirate theme - Engaging, fun gameplay - Lots of replay value Released on Jan 14, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Puzzle, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/pirate-treasure-island-of-mazes,ar1d2i,scf9oo
187437,Virtual Maid Streamer Ramie,"The Vtuber who came out of the screen was actually a maid!? Featuring the virtual maid who just wants to cheer the protagonist up. Follow this fluffy adventure with a little spice, full of charming moments and a few tears along the way.","Title: ""Virtual Maid Streamer Ramie"" Summary: The Vtuber who came out of the screen was actually a maid!? Featuring the virtual maid who just wants to cheer the protagonist up. Follow this fluffy adventure with a little spice, full of charming moments and a few tears along the way. Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Simulator, Adventure, Indie. Themes: Erotic. Player Perspectives: unknown.",https://www.igdb.com/games/virtual-maid-streamer-ramie,ar1cvx,scf9fj
187455,Top Bike: Racing & Moto Drag,"Top Bike: Racing & Moto Drag will take you out into a world full of criminals and dangerous races!
Separated into a set of districts, each with its own look and really feel. Prepare for heart-stopping and breathtaking thrills you have never seen in games before. Feel the adrenaline overload as you start racing against the biker gangs that rule The City.","Title: ""Top Bike: Racing & Moto Drag"" Summary: Top Bike: Racing & Moto Drag will take you out into a world full of criminals and dangerous races!
Separated into a set of districts, each with its own look and really feel. Prepare for heart-stopping and breathtaking thrills you have never seen in games before. Feel the adrenaline overload as you start racing against the biker gangs that rule The City. Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Racing, Simulator, Sport, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/top-bike-racing-and-moto-drag,ar1d1d,scf9k6
187465,Swing Saga,Swing Saga is an endless casual game with a unique art style and a bunch of cute characters to collect. Tap and swing from one to another platform to score. Find a unique satisfaction when landing on a perfect spot. Easy and fun to play with your friends and family. Get the highest score and be the best. Want more challenges? Try the Extreme Mode and push yourself to the limit!,"Title: ""Swing Saga"" Summary: Swing Saga is an endless casual game with a unique art style and a bunch of cute characters to collect. Tap and swing from one to another platform to score. Find a unique satisfaction when landing on a perfect spot. Easy and fun to play with your friends and family. Get the highest score and be the best. Want more challenges? Try the Extreme Mode and push yourself to the limit! Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Platform, Arcade. Themes: Party. Player Perspectives: unknown.",https://www.igdb.com/games/swing-saga,ar1d1r,scf9lf
187466,Sit-Ups Workout,"Are you ready for the 250 Sit-Ups Challenge? Body shaping is always good for our body. These workouts are perfect for men and women, beginners and professionals. Do you want to gain muscles, lose weight, increase strength and stamina? Effective workout plans created by professional fitness coaches will help you to see the results after 1 week! Set a goal for what you want to reach. Don't give up, just follow the training plan. Just simply follow and perform the instructed number of reps, and after 10 weeks, you will be able to do 250 sit-ups straight!","Title: ""Sit-Ups Workout"" Summary: Are you ready for the 250 Sit-Ups Challenge? Body shaping is always good for our body. These workouts are perfect for men and women, beginners and professionals. Do you want to gain muscles, lose weight, increase strength and stamina? Effective workout plans created by professional fitness coaches will help you to see the results after 1 week! Set a goal for what you want to reach. Don't give up, just follow the training plan. Just simply follow and perform the instructed number of reps, and after 10 weeks, you will be able to do 250 sit-ups straight! Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Sport. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/sit-ups-workout,ar1d1s,scf9lk
187467,Attack on Beetle,"Insect warfare begins in a variety of forests, deserts, and waterfront locations. Confront and defeat hostile insects, and add them to your army to expand your power. The insect that builds the largest army wins! Beetles, stag beetles, and butterflies of all kinds are here! Determine which ones you are good at and which ones you are bad at, and use them to your advantage.","Title: ""Attack on Beetle"" Summary: Insect warfare begins in a variety of forests, deserts, and waterfront locations. Confront and defeat hostile insects, and add them to your army to expand your power. The insect that builds the largest army wins! Beetles, stag beetles, and butterflies of all kinds are here! Determine which ones you are good at and which ones you are bad at, and use them to your advantage. Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Strategy. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/attack-on-beetle,ar1d1u,scf9ls
187469,Cop Car Police Simulator Chase,"Experience the exciting day-to-day life of an US police officer in Police Squad Simulator. Discover a large, lively and freely-accessible US city and ensure the safety in your district. Record traffic accidents, search for stolen vehicles and arrest criminals. Support other police officers at traffic checkpoints, flag down speeders and write them up. Stop and check every citizen or car you want and enforce the law. Pay attention to fugitive suspects and chase them on foot or by car with lights flashing and sirens blaring. Investigate crime scenes, interrogate witnesses and search for evidence. Get behind the wheel of three realistically recreated police vehicles with functional cockpits and use the in-car-computer to identify wanted suspects and stolen vehicles. Start with a typical police sedan and change to an all-terrain SUV and a fast police muscle car while you progress in the game. Use the siren to stop cars or to pave your way through heavy traffic in an emergency. If you crash or damage your car, you will not only have visible crash deformations, the handling of the car will also become more difficult.","Title: ""Cop Car Police Simulator Chase"" Summary: Experience the exciting day-to-day life of an US police officer in Police Squad Simulator. Discover a large, lively and freely-accessible US city and ensure the safety in your district. Record traffic accidents, search for stolen vehicles and arrest criminals. Support other police officers at traffic checkpoints, flag down speeders and write them up. Stop and check every citizen or car you want and enforce the law. Pay attention to fugitive suspects and chase them on foot or by car with lights flashing and sirens blaring. Investigate crime scenes, interrogate witnesses and search for evidence. Get behind the wheel of three realistically recreated police vehicles with functional cockpits and use the in-car-computer to identify wanted suspects and stolen vehicles. Start with a typical police sedan and change to an all-terrain SUV and a fast police muscle car while you progress in the game. Use the siren to stop cars or to pave your way through heavy traffic in an emergency. If you crash or damage your car, you will not only have visible crash deformations, the handling of the car will also become more difficult. Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: unknown. Genres: Shooter, Racing, Simulator. Themes: Action. Player Perspectives: unknown.",https://www.igdb.com/games/cop-car-police-simulator-chase,ar1d1v,scf9m2
187476,Racing Classics Pro: Drag Race & Real Speed,"Looking for a game where you can drive legendary classic rides? Get the most out of each car in the iconic style of the '70s and '80s and test their original performance in classic head-to-head drag races! Challenge your rivals, reach the maximum speed, upgrade your car and make your vintage cars faster and faster! Feast your eyes with amazing old-school street style from the most popular and epic time.

A new classic car driving simulation game comes to your mobile with the most realistic driving physics, customization with no limits, max speed, addictive gameplay, and endless fun! Are you looking for the ultimate driving test and the best drag racing experience? Racing Classics is for you! Take part in the challenging drag races, where the perfect timing is the key point for your success. Jump right behind the wheel and face your racing rivals building your driver's career! Change gears at the right time and be fast!","Title: ""Racing Classics Pro: Drag Race & Real Speed"" Summary: Looking for a game where you can drive legendary classic rides? Get the most out of each car in the iconic style of the '70s and '80s and test their original performance in classic head-to-head drag races! Challenge your rivals, reach the maximum speed, upgrade your car and make your vintage cars faster and faster! Feast your eyes with amazing old-school street style from the most popular and epic time.

A new classic car driving simulation game comes to your mobile with the most realistic driving physics, customization with no limits, max speed, addictive gameplay, and endless fun! Are you looking for the ultimate driving test and the best drag racing experience? Racing Classics is for you! Take part in the challenging drag races, where the perfect timing is the key point for your success. Jump right behind the wheel and face your racing rivals building your driver's career! Change gears at the right time and be fast! Released on Jan 17, 2022. Publishers: unknown. Platforms: Nintendo Switch. Game Modes: Single player. Genres: Racing, Simulator, Sport, Arcade. Themes: unknown. Player Perspectives: unknown.",https://www.igdb.com/games/racing-classics-pro-drag-race-and-real-speed,ar1d23,scf9n3
